PCN,ISSUED,LOCATION,Unnamed: 3,FINE,Total Paid,Balance
2913,87,17,60,28,30,0
2925,87,13,60,87,30,0
2925,87,13,60,40,30,0
2926,87,13,60,87,30,0
2926,87,13,60,34,30,0
2931,87,11,60,52,0,0
2932,87,11,60,87,30,0
2932,87,11,60,40,30,0
2932,87,11,60,49,30,0
2933,87,11,60,87,0,98
2936,87,4,60,87,0,98
2946,87,22,60,87,90,0
2946,87,22,60,83,90,0
2947,87,12,60,40,30,0
2949,87,12,60,87,30,0
2949,87,12,60,34,30,0
2950,87,12,60,87,30,0
2951,87,12,60,74,30,0
2952,87,12,60,87,30,0
2952,87,12,60,43,30,0
2953,87,12,60,87,0,90
2971,87,22,60,87,30,0
2972,87,22,60,87,0,98
2973,87,22,60,40,30,0
2973,87,22,60,49,30,0
2974,87,22,60,87,30,0
2975,87,22,60,87,30,0
2975,87,22,60,43,30,0
2976,87,22,60,87,0,60
2982,87,15,60,87,30,0
2990,87,16,60,87,30,0
2990,87,16,60,49,30,0
2991,87,16,60,87,30,0
2992,87,16,60,87,30,0
2992,87,16,60,76,30,0
2993,87,16,60,87,30,0
2994,87,16,60,46,30,0
2995,87,16,60,87,0,60
2996,87,16,60,87,30,0
2996,87,16,60,68,30,0
2997,87,16,60,87,0,98
2998,87,16,60,87,30,0
2998,87,16,60,52,30,0
3009,87,7,60,87,30,0
3009,87,7,60,32,30,0
3009,87,7,60,71,30,0
3017,87,8,60,87,0,0
3018,87,8,60,31,30,0
3019,87,8,60,87,30,0
3019,87,8,60,49,30,0
3020,87,8,60,87,30,0
3020,87,8,60,40,30,0
3021,87,8,60,87,30,0
3021,87,8,60,37,30,0
3022,87,8,60,87,30,0
3022,87,8,60,37,30,0
3023,87,8,60,87,0,60
3024,87,8,60,87,30,0
3024,87,8,60,70,30,0
3025,87,8,60,26,0,98
3026,87,8,60,87,0,98
3079,87,20,60,87,30,0
3079,87,20,60,73,30,0
3080,87,20,60,87,30,0
3080,87,20,60,52,30,0
3081,87,20,60,87,0,98
3081,87,20,60,32,0,98
3082,87,20,60,87,30,0
3082,87,20,60,49,30,0
3083,87,20,60,55,30,0
3083,87,20,60,58,30,0
3107,87,13,60,32,98,0
3108,87,13,60,87,30,0
2785,87,11,60,68,90,0
2792,87,4,60,87,30,0
2792,87,4,60,19,30,0
2793,87,4,60,87,30,0
2811,87,12,60,87,30,0
2812,87,12,60,28,30,0
2813,87,12,60,87,30,0
2814,87,12,60,87,30,0
2814,87,12,60,8,30,0
2819,87,22,60,87,30,0
2819,87,22,60,49,30,0
2820,87,22,60,87,30,0
2820,87,22,60,55,30,0
2820,87,22,60,58,30,0
2826,87,15,60,87,30,0
2826,87,15,60,19,30,0
2826,87,15,60,28,30,0
2894,87,8,60,31,30,0
2895,87,8,60,87,30,0
2895,87,8,60,40,30,0
2895,87,8,60,49,30,0
2896,87,8,60,87,0,98
2896,87,8,60,86,0,98
2898,87,8,60,49,30,0
2900,87,8,60,87,30,0
2900,87,8,60,61,30,0
2902,87,8,60,87,30,0
2902,87,8,60,28,30,0
2903,87,8,60,87,30,0
2904,87,8,60,87,30,0
2904,87,8,60,19,30,0
2913,87,17,60,87,30,0
2913,87,17,60,19,30,0
2925,87,13,60,37,30,0
2926,87,13,60,31,30,0
2931,87,11,60,87,0,0
2933,87,11,60,32,0,98
2935,87,4,60,87,30,0
2935,87,4,60,40,30,0
2936,87,4,60,32,0,98
2946,87,22,60,32,90,0
2947,87,12,60,87,30,0
2948,87,12,60,87,30,0
2948,87,12,60,34,30,0
2949,87,12,60,31,30,0
2950,87,12,60,76,30,0
2951,87,12,60,87,30,0
2971,87,22,60,31,30,0
2972,87,22,60,32,0,98
2973,87,22,60,87,30,0
2974,87,22,60,76,30,0
2982,87,15,60,55,30,0
2990,87,16,60,40,30,0
2991,87,16,60,52,30,0
2993,87,16,60,41,30,0
2994,87,16,60,87,30,0
2996,87,16,60,32,30,0
2997,87,16,60,32,0,98
2998,87,16,60,49,30,0
3006,87,1,60,87,0,60
3015,87,8,60,87,0,60
3016,87,8,60,87,30,0
3016,87,8,60,34,30,0
3017,87,8,60,20,0,0
3018,87,8,60,87,30,0
3021,87,8,60,40,30,0
3022,87,8,60,34,30,0
3024,87,8,60,73,30,0
3025,87,8,60,87,0,98
3026,87,8,60,32,0,98
3027,87,8,60,87,0,0
3027,87,8,60,49,0,0
3079,87,20,60,70,30,0
3080,87,20,60,55,30,0
3083,87,20,60,87,30,0
3106,87,13,60,87,30,0
3106,87,13,60,73,30,0
3106,87,13,60,76,30,0
3107,87,13,60,87,98,0
3107,87,13,60,53,98,0
3108,87,13,60,26,30,0
3108,87,13,60,41,30,0
3122,87,2,60,87,0,60
2934,90,11,60,58,30,0
2937,90,4,60,90,30,0
2937,90,4,60,46,30,0
2938,90,4,60,40,30,0
2939,90,4,60,32,0,98
2940,90,4,60,5,30,0
2941,90,4,60,90,30,0
2941,90,4,60,52,30,0
2942,90,4,60,40,30,0
2942,90,4,60,49,30,0
2954,90,12,60,35,90,0
2955,90,12,60,90,30,0
2955,90,12,60,49,30,0
2956,90,12,60,58,30,0
2957,90,12,60,90,0,60
2957,90,12,60,61,0,60
2960,90,12,60,55,30,0
2961,90,12,60,90,30,0
2962,90,12,60,90,30,0
2962,90,12,60,52,30,0
2963,90,12,60,90,30,0
2977,90,22,60,32,30,0
2979,90,22,60,90,30,0
2980,90,22,60,90,0,0
2984,90,15,60,90,30,0
2986,90,15,60,90,30,0
2987,90,15,60,90,30,0
2987,90,15,60,52,30,0
2988,90,15,60,73,30,0
2999,90,16,60,90,30,0
2999,90,16,60,76,30,0
3000,90,16,60,90,30,0
3001,90,16,60,43,30,0
3002,90,16,60,90,0,98
3002,90,16,60,32,0,98
3003,90,16,60,40,30,0
3004,90,16,60,90,0,0
3004,90,16,60,61,0,0
3005,90,16,60,90,30,0
3005,90,16,60,49,30,0
3007,90,1,60,90,0,0
3010,90,7,60,90,30,0
3011,90,7,60,90,30,0
3011,90,7,60,91,30,0
3012,90,21,60,90,30,0
3012,90,21,60,52,30,0
3028,90,8,60,82,30,0
3029,90,8,60,32,90,0
3029,90,8,60,53,90,0
3030,90,8,60,90,30,0
3030,90,8,60,55,30,0
3031,90,8,60,90,60,0
3031,90,8,60,8,60,0
3032,90,8,60,73,30,0
3033,90,8,60,64,30,0
3034,90,8,60,90,30,0
3035,90,8,60,49,30,0
3036,90,8,60,90,30,0
3038,90,8,60,90,30,0
3038,90,8,60,40,30,0
3038,90,8,60,49,30,0
3039,90,8,60,8,30,0
3043,90,8,60,90,30,0
3045,90,8,60,90,30,0
3046,90,8,60,90,30,0
3046,90,8,60,61,30,0
3047,90,8,60,90,30,0
3047,90,8,60,61,30,0
3047,90,8,60,70,30,0
3048,90,8,60,90,30,0
3048,90,8,60,49,30,0
3049,90,8,60,90,0,98
3051,90,8,60,58,30,0
3051,90,8,60,61,30,0
3052,90,8,60,90,30,0
3052,90,8,60,70,30,0
3053,90,8,60,90,90,0
3053,90,8,60,32,90,0
3054,90,8,60,90,0,98
3054,90,8,60,32,0,98
3055,90,8,60,44,30,0
3084,90,20,60,90,30,0
3085,90,20,60,49,30,0
3086,90,20,60,55,30,0
3086,90,20,60,58,30,0
3092,90,19,60,90,30,0
3092,90,19,60,58,30,0
3093,90,19,60,90,0,98
3094,90,19,60,90,30,0
3094,90,19,60,40,30,0
3096,90,17,60,90,30,0
3096,90,17,60,52,30,0
3097,90,17,60,90,0,98
3097,90,17,60,32,0,98
3109,90,13,60,90,30,0
3109,90,13,60,49,30,0
3110,90,13,60,90,30,0
3110,90,13,60,61,30,0
3111,90,13,60,90,0,0
3112,90,13,60,90,30,0
3112,90,13,60,23,30,0
3113,90,13,60,73,30,0
3114,90,13,60,82,30,0
3123,90,2,60,90,30,0
3125,90,2,60,90,30,0
3125,90,2,60,40,30,0
2934,90,11,60,90,30,0
2938,90,4,60,90,30,0
2939,90,4,60,90,0,98
2940,90,4,60,90,30,0
2940,90,4,60,2,30,0
2941,90,4,60,55,30,0
2942,90,4,60,90,30,0
2954,90,12,60,90,90,0
2954,90,12,60,32,90,0
2955,90,12,60,52,30,0
2956,90,12,60,90,30,0
2956,90,12,60,61,30,0
2957,90,12,60,58,0,60
2958,90,12,60,90,0,90
2958,90,12,60,32,0,90
2959,90,12,60,90,0,98
2959,90,12,60,32,0,98
2960,90,12,60,90,30,0
2960,90,12,60,52,30,0
2961,90,12,60,40,30,0
2962,90,12,60,49,30,0
2963,90,12,60,58,30,0
2977,90,22,60,90,30,0
2977,90,22,60,83,30,0
2977,90,22,60,89,30,0
2978,90,22,60,90,0,98
2978,90,22,60,32,0,98
2979,90,22,60,43,30,0
2980,90,22,60,49,0,0
2983,90,15,60,90,30,0
2983,90,15,60,52,30,0
2984,90,15,60,55,30,0
2984,90,15,60,58,30,0
2985,90,15,60,90,0,98
2985,90,15,60,32,0,98
2986,90,15,60,67,30,0
2987,90,15,60,49,30,0
2988,90,15,60,90,30,0
2999,90,16,60,79,30,0
3000,90,16,60,40,30,0
3001,90,16,60,90,30,0
3003,90,16,60,90,30,0
3005,90,16,60,52,30,0
3007,90,1,60,49,0,0
3010,90,7,60,73,30,0
3010,90,7,60,76,30,0
3012,90,21,60,55,30,0
3013,90,21,60,90,30,0
3013,90,21,60,32,30,0
3028,90,8,60,90,30,0
3029,90,8,60,90,90,0
3030,90,8,60,52,30,0
3032,90,8,60,90,30,0
3032,90,8,60,76,30,0
3033,90,8,60,90,30,0
3034,90,8,60,40,30,0
3035,90,8,60,90,30,0
3035,90,8,60,52,30,0
3036,90,8,60,49,30,0
3036,90,8,60,52,30,0
3037,90,8,60,90,0,60
3039,90,8,60,90,30,0
3039,90,8,60,11,30,0
3040,90,8,60,90,0,60
3041,90,8,60,90,0,0
3041,90,8,60,49,0,0
3042,90,8,60,90,0,60
3043,90,8,60,55,30,0
3044,90,8,60,90,0,98
3044,90,8,60,32,0,98
3045,90,8,60,58,30,0
3047,90,8,60,73,30,0
3048,90,8,60,52,30,0
3049,90,8,60,47,0,98
3050,90,8,60,90,30,0
3050,90,8,60,52,30,0
3051,90,8,60,90,30,0
3052,90,8,60,61,30,0
3053,90,8,60,62,90,0
3055,90,8,60,90,30,0
3055,90,8,60,32,30,0
3055,90,8,60,47,30,0
3084,90,20,60,55,30,0
3084,90,20,60,58,30,0
3085,90,20,60,90,30,0
3085,90,20,60,52,30,0
3086,90,20,60,90,30,0
3087,90,20,60,90,0,0
3092,90,19,60,55,30,0
3093,90,19,60,32,0,98
3096,90,17,60,49,30,0
3109,90,13,60,52,30,0
3111,90,13,60,20,0,0
3112,90,13,60,26,30,0
3113,90,13,60,90,30,0
3114,90,13,60,90,30,0
3114,90,13,60,79,30,0
3115,90,13,60,90,0,98
3115,90,13,60,47,0,98
3123,90,2,60,43,30,0
3124,90,2,60,90,0,98
3124,90,2,60,32,0,98
2928,1,10,60,49,30,0
2929,1,10,60,1,30,0
2930,1,10,60,32,0,98
2943,1,4,60,1,0,60
2944,1,4,60,32,0,98
2945,1,4,60,1,0,98
2964,1,12,60,46,30,0
2965,1,12,60,1,0,98
2966,1,12,60,40,30,0
2967,1,12,60,1,30,0
2967,1,12,60,49,30,0
2967,1,12,60,52,30,0
2969,1,12,60,1,30,0
2970,1,12,60,1,98,0
2981,1,22,60,1,30,0
2981,1,22,60,40,30,0
2989,1,14,60,1,30,0
2989,1,14,60,58,30,0
3056,1,8,60,52,0,0
3057,1,8,60,52,30,0
3059,1,8,60,1,30,0
3059,1,8,60,40,30,0
3059,1,8,60,49,30,0
3060,1,8,60,32,0,98
3062,1,8,60,32,0,98
3063,1,8,60,1,30,0
3063,1,8,60,40,30,0
3063,1,8,60,49,30,0
3065,1,8,60,1,0,0
3065,1,8,60,49,0,0
3066,1,8,60,1,0,98
3068,1,8,60,1,30,0
3069,1,8,60,61,30,0
3071,1,8,60,1,0,98
3073,1,8,60,1,0,60
3073,1,8,60,91,0,60
3074,1,8,60,32,0,0
3074,1,8,60,62,0,0
3076,1,8,60,1,0,60
3077,1,8,60,1,0,98
3088,1,20,60,1,30,0
3091,1,20,60,1,30,0
3091,1,20,60,73,30,0
3098,1,17,60,43,30,0
3099,1,17,60,70,30,0
3100,1,17,60,1,0,98
3101,1,17,60,1,0,98
3102,1,17,60,1,30,0
3103,1,17,60,1,30,0
3103,1,17,60,70,30,0
3104,1,17,60,1,30,0
3104,1,17,60,58,30,0
3105,1,17,60,52,30,0
3116,1,13,60,1,30,0
3116,1,13,60,40,30,0
3116,1,13,60,49,30,0
3117,1,13,60,1,30,0
3117,1,13,60,73,30,0
3118,1,13,60,61,30,0
3119,1,13,60,70,30,0
3120,1,13,60,1,30,0
3120,1,13,60,58,30,0
3121,1,13,60,85,30,0
2928,1,10,60,1,30,0
2928,1,10,60,40,30,0
2929,1,10,60,91,30,0
2930,1,10,60,1,0,98
2944,1,4,60,1,0,98
2945,1,4,60,32,0,98
2964,1,12,60,1,30,0
2965,1,12,60,32,0,98
2966,1,12,60,1,30,0
2966,1,12,60,49,30,0
2968,1,12,60,1,30,0
2968,1,12,60,70,30,0
2969,1,12,60,46,30,0
2970,1,12,60,32,98,0
3056,1,8,60,1,0,0
3057,1,8,60,1,30,0
3058,1,8,60,1,0,0
3058,1,8,60,20,0,0
3060,1,8,60,1,0,98
3061,1,8,60,1,30,0
3061,1,8,60,64,30,0
3062,1,8,60,1,0,98
3064,1,8,60,1,30,0
3064,1,8,60,40,30,0
3066,1,8,60,32,0,98
3067,1,8,60,1,30,0
3067,1,8,60,64,30,0
3068,1,8,60,79,30,0
3069,1,8,60,1,30,0
3069,1,8,60,58,30,0
3070,1,8,60,1,30,0
3070,1,8,60,43,30,0
3071,1,8,60,32,0,98
3072,1,8,60,1,30,0
3072,1,8,60,73,30,0
3073,1,8,60,2,0,60
3074,1,8,60,1,0,0
3075,1,8,60,1,0,60
3075,1,8,60,79,0,60
3075,1,8,60,82,0,60
3077,1,8,60,32,0,98
3088,1,20,60,76,30,0
3088,1,20,60,79,30,0
3089,1,20,60,1,30,0
3089,1,20,60,43,30,0
3090,1,20,60,1,30,0
3090,1,20,60,73,30,0
3091,1,20,60,76,30,0
3095,1,19,60,1,30,0
3095,1,19,60,40,30,0
3098,1,17,60,1,30,0
3099,1,17,60,1,30,0
3099,1,17,60,73,30,0
3100,1,17,60,32,0,98
3101,1,17,60,32,0,98
3102,1,17,60,43,30,0
3105,1,17,60,1,30,0
3105,1,17,60,49,30,0
3117,1,13,60,76,30,0
3118,1,13,60,1,30,0
3119,1,13,60,1,30,0
3120,1,13,60,55,30,0
3121,1,13,60,1,30,0
3014,4,21,60,4,0,0
3014,4,21,60,32,0,0
3014,4,21,60,71,0,0
3078,4,8,60,4,0,98
3078,4,8,60,32,0,98
3127,4,11,60,4,30,0
3131,4,5,60,4,30,0
3131,4,5,60,43,30,0
3132,4,4,60,40,30,0
3132,4,4,60,49,30,0
3134,4,4,60,4,30,0
3134,4,4,60,52,30,0
3155,4,22,60,4,30,0
3175,4,14,60,4,0,0
3176,4,14,60,4,0,98
3176,4,14,60,26,0,98
3188,4,6,60,11,30,0
3188,4,6,60,20,30,0
3190,4,7,60,37,0,60
3190,4,7,60,40,0,60
3191,4,8,60,2,0,0
3192,4,8,60,4,0,0
3193,4,8,60,62,90,0
3196,4,8,60,2,30,0
3197,4,8,60,4,0,98
3199,4,8,60,4,30,0
3200,4,8,60,4,30,0
3200,4,8,60,34,30,0
3201,4,8,60,4,60,0
3202,4,8,60,4,0,60
3203,4,8,60,4,0,0
3203,4,8,60,52,0,0
3205,4,8,60,4,30,0
3205,4,8,60,2,30,0
3244,4,20,60,26,0,98
3245,4,20,60,55,30,0
3246,4,20,60,4,30,0
3247,4,20,60,55,30,0
3249,4,20,60,4,30,0
3249,4,20,60,34,30,0
3250,4,20,60,4,98,0
3252,4,20,60,4,0,0
3253,4,20,60,4,30,0
3254,4,20,60,4,30,0
3254,4,20,60,70,30,0
3255,4,20,60,55,30,0
3256,4,20,60,4,30,0
3257,4,20,60,4,30,0
3257,4,20,60,34,30,0
3273,4,17,60,4,30,0
3273,4,17,60,37,30,0
3274,4,17,60,4,30,0
3274,4,17,60,34,30,0
3274,4,17,60,37,30,0
3275,4,17,60,26,0,98
3277,4,17,60,55,0,0
3286,4,13,60,4,0,60
3287,4,13,60,4,30,0
3287,4,13,60,37,30,0
3288,4,13,60,37,30,0
3289,4,13,60,4,0,60
3008,4,6,60,4,30,0
3008,4,6,60,32,30,0
3127,4,11,60,40,30,0
3132,4,4,60,4,30,0
3133,4,4,60,4,30,0
3133,4,4,60,34,30,0
3134,4,4,60,49,30,0
3135,4,4,60,4,0,60
3154,4,22,60,4,0,98
3154,4,22,60,26,0,98
3155,4,22,60,64,30,0
3156,4,22,60,4,90,0
3157,4,22,60,4,90,0
3157,4,22,60,26,90,0
3157,4,22,60,50,90,0
3175,4,14,60,2,0,0
3188,4,6,60,4,30,0
3190,4,7,60,4,0,60
3191,4,8,60,4,0,0
3192,4,8,60,20,0,0
3193,4,8,60,4,90,0
3193,4,8,60,26,90,0
3194,4,8,60,4,0,0
3194,4,8,60,34,0,0
3194,4,8,60,52,0,0
3194,4,8,60,58,0,0
3195,4,8,60,4,0,60
3196,4,8,60,4,30,0
3197,4,8,60,26,0,98
3198,4,8,60,4,30,0
3198,4,8,60,5,30,0
3198,4,8,60,8,30,0
3199,4,8,60,37,30,0
3199,4,8,60,40,30,0
3199,4,8,60,61,30,0
3199,4,8,60,70,30,0
3201,4,8,60,26,60,0
3204,4,8,60,4,30,0
3204,4,8,60,58,30,0
3205,4,8,60,82,30,0
3206,4,8,60,4,30,0
3206,4,8,60,37,30,0
3244,4,20,60,4,0,98
3245,4,20,60,4,30,0
3245,4,20,60,52,30,0
3246,4,20,60,34,30,0
3247,4,20,60,4,30,0
3247,4,20,60,58,30,0
3248,4,20,60,4,0,0
3248,4,20,60,37,0,0
3250,4,20,60,26,98,0
3251,4,20,60,4,30,0
3251,4,20,60,41,30,0
3252,4,20,60,37,0,0
3253,4,20,60,37,30,0
3254,4,20,60,73,30,0
3255,4,20,60,4,30,0
3256,4,20,60,73,30,0
3273,4,17,60,34,30,0
3275,4,17,60,4,0,98
3276,4,17,60,4,0,0
3276,4,17,60,73,0,0
3277,4,17,60,4,0,0
3288,4,13,60,4,30,0
3290,4,13,60,4,0,98
3290,4,13,60,26,0,98
3126,7,10,60,7,30,0
3126,7,10,60,79,30,0
3128,7,11,60,37,30,0
3129,7,11,60,7,30,0
3129,7,11,60,52,30,0
3137,7,4,60,7,30,0
3138,7,4,60,7,30,0
3139,7,4,60,7,0,60
3144,7,12,60,34,30,0
3145,7,12,60,52,30,0
3146,7,12,60,37,30,0
3147,7,12,60,7,0,60
3148,7,12,60,7,30,0
3148,7,12,60,65,30,0
3149,7,12,60,7,90,0
3149,7,12,60,29,90,0
3150,7,12,60,7,0,98
3150,7,12,60,26,0,98
3158,7,22,60,7,0,60
3159,7,22,60,7,0,0
3160,7,22,60,7,30,0
3161,7,22,60,7,30,0
3162,7,22,60,37,30,0
3164,7,22,60,43,30,0
3165,7,22,60,7,30,0
3165,7,22,60,64,30,0
3166,7,15,60,34,30,0
3167,7,15,60,7,30,0
3167,7,15,60,40,30,0
3167,7,15,60,49,30,0
3168,7,15,60,61,30,0
3169,7,15,60,34,30,0
3177,7,14,60,49,30,0
3179,7,16,60,7,30,0
3179,7,16,60,55,30,0
3180,7,16,60,7,0,90
3180,7,16,60,26,0,90
3181,7,16,60,34,30,0
3181,7,16,60,37,30,0
3182,7,16,60,29,60,0
3183,7,16,60,7,30,0
3184,7,16,60,40,30,0
3185,7,16,60,7,0,98
3185,7,16,60,26,0,98
3186,7,16,60,7,30,0
3186,7,16,60,79,30,0
3187,7,16,60,5,60,0
3207,7,8,60,49,30,0
3208,7,8,60,7,30,0
3209,7,8,60,7,30,0
3211,7,8,60,70,30,0
3213,7,8,60,49,30,0
3215,7,8,60,7,30,0
3215,7,8,60,40,30,0
3216,7,8,60,7,30,0
3217,7,8,60,40,0,60
3217,7,8,60,49,0,60
3218,7,8,60,2,30,0
3221,7,8,60,23,60,0
3222,7,8,60,7,30,0
3223,7,8,60,7,30,0
3223,7,8,60,40,30,0
3223,7,8,60,49,30,0
3224,7,8,60,34,30,0
3226,7,8,60,58,30,0
3227,7,8,60,7,0,60
3228,7,8,60,7,0,60
3230,7,8,60,7,30,0
3230,7,8,60,40,30,0
3231,7,8,60,52,30,0
3232,7,8,60,7,0,0
3232,7,8,60,26,0,0
3232,7,8,60,71,0,0
3233,7,8,60,58,30,0
3234,7,8,60,7,30,0
3234,7,8,60,26,30,0
3259,7,20,60,34,30,0
3260,7,20,60,7,30,0
3260,7,20,60,52,30,0
3261,7,20,60,7,0,0
3261,7,20,60,73,0,0
3263,7,20,60,7,30,0
3264,7,20,60,34,30,0
3265,7,20,60,52,30,0
3266,7,20,60,7,30,0
3266,7,20,60,52,30,0
3267,7,20,60,7,30,0
3272,7,19,60,7,30,0
3278,7,17,60,7,0,0
3278,7,17,60,55,0,0
3279,7,17,60,7,30,0
3280,7,17,60,34,30,0
3280,7,17,60,37,30,0
3281,7,17,60,7,30,0
3281,7,17,60,26,30,0
3281,7,17,60,50,30,0
3283,7,17,60,7,30,0
3283,7,17,60,37,30,0
3284,7,17,60,7,30,0
3291,7,13,60,7,0,0
3291,7,13,60,5,0,0
3292,7,13,60,7,30,0
3292,7,13,60,64,30,0
3293,7,13,60,7,30,0
3293,7,13,60,29,30,0
3294,7,13,60,37,30,0
3295,7,13,60,61,30,0
3299,7,2,60,7,30,0
3299,7,2,60,40,30,0
3128,7,11,60,7,30,0
3128,7,11,60,40,30,0
3129,7,11,60,49,30,0
3130,7,11,60,7,0,60
3136,7,4,60,7,0,98
3136,7,4,60,26,0,98
3137,7,4,60,49,30,0
3138,7,4,60,40,30,0
3138,7,4,60,49,30,0
3144,7,12,60,7,30,0
3144,7,12,60,37,30,0
3145,7,12,60,7,30,0
3145,7,12,60,55,30,0
3146,7,12,60,7,30,0
3146,7,12,60,34,30,0
3148,7,12,60,68,30,0
3149,7,12,60,26,90,0
3151,7,12,60,7,30,0
3151,7,12,60,37,30,0
3159,7,22,60,49,0,0
3160,7,22,60,58,30,0
3161,7,22,60,58,30,0
3162,7,22,60,7,30,0
3162,7,22,60,40,30,0
3163,7,22,60,7,30,0
3163,7,22,60,49,30,0
3164,7,22,60,7,30,0
3166,7,15,60,7,30,0
3168,7,15,60,7,30,0
3168,7,15,60,70,30,0
3169,7,15,60,7,30,0
3169,7,15,60,37,30,0
3177,7,14,60,7,30,0
3178,7,16,60,7,30,0
3178,7,16,60,40,30,0
3178,7,16,60,49,30,0
3179,7,16,60,52,30,0
3181,7,16,60,7,30,0
3182,7,16,60,7,60,0
3183,7,16,60,55,30,0
3184,7,16,60,7,30,0
3184,7,16,60,37,30,0
3187,7,16,60,7,60,0
3189,7,6,60,7,30,0
3189,7,6,60,64,30,0
3207,7,8,60,7,30,0
3208,7,8,60,58,30,0
3210,7,8,60,7,30,0
3210,7,8,60,49,30,0
3211,7,8,60,7,30,0
3211,7,8,60,73,30,0
3212,7,8,60,7,30,0
3212,7,8,60,44,30,0
3213,7,8,60,7,30,0
3213,7,8,60,52,30,0
3214,7,8,60,7,0,98
3214,7,8,60,26,0,98
3215,7,8,60,37,30,0
3216,7,8,60,34,30,0
3217,7,8,60,7,0,60
3218,7,8,60,7,30,0
3218,7,8,60,82,30,0
3219,7,8,60,7,0,0
3219,7,8,60,73,0,0
3220,7,8,60,7,0,0
3220,7,8,60,2,0,0
3221,7,8,60,7,60,0
3222,7,8,60,67,30,0
3224,7,8,60,7,30,0
3225,7,8,60,7,30,0
3225,7,8,60,37,30,0
3226,7,8,60,7,30,0
3226,7,8,60,55,30,0
3229,7,8,60,7,0,0
3229,7,8,60,70,0,0
3230,7,8,60,49,30,0
3231,7,8,60,7,30,0
3231,7,8,60,55,30,0
3233,7,8,60,7,30,0
3233,7,8,60,61,30,0
3258,7,20,60,7,30,0
3258,7,20,60,61,30,0
3259,7,20,60,7,30,0
3262,7,20,60,7,30,0
3262,7,20,60,52,30,0
3263,7,20,60,43,30,0
3264,7,20,60,7,30,0
3265,7,20,60,7,30,0
3266,7,20,60,49,30,0
3267,7,20,60,52,30,0
3268,7,20,60,7,0,60
3272,7,19,60,34,30,0
3279,7,17,60,76,30,0
3280,7,17,60,7,30,0
3282,7,17,60,7,0,0
3282,7,17,60,55,0,0
3283,7,17,60,34,30,0
3284,7,17,60,47,30,0
3291,7,13,60,37,0,0
3291,7,13,60,82,0,0
3294,7,13,60,7,30,0
3295,7,13,60,7,30,0
3295,7,13,60,70,30,0
3298,7,2,60,7,30,0
3299,7,2,60,37,30,0
3141,10,4,60,10,30,0
3141,10,4,60,20,30,0
3142,10,4,60,10,60,0
3143,10,22,60,10,30,0
3152,10,12,60,10,30,0
3152,10,12,60,58,30,0
3153,10,12,60,10,30,0
3153,10,12,60,40,30,0
3170,10,15,60,26,30,0
3170,10,15,60,74,30,0
3170,10,15,60,83,30,0
3171,10,15,60,26,98,0
3172,10,15,60,26,0,98
3174,10,15,60,10,30,0
3235,10,8,60,40,30,0
3236,10,8,60,10,30,0
3239,10,8,60,10,0,60
3241,10,8,60,28,0,0
3242,10,8,60,10,30,0
3242,10,8,60,34,30,0
3243,10,8,60,37,30,0
3269,10,20,60,10,30,0
3269,10,20,60,40,30,0
3270,10,20,60,10,0,0
3270,10,20,60,34,0,0
3271,10,20,60,10,0,0
3271,10,20,60,58,0,0
3271,10,20,60,20,0,0
3285,10,17,60,10,0,98
3296,10,13,60,40,30,0
3300,10,10,60,52,30,0
3304,10,11,60,26,0,98
3305,10,11,60,10,0,98
3307,10,5,60,40,30,0
3312,10,12,60,61,30,0
3313,10,12,60,10,30,0
3314,10,12,60,10,30,0
3314,10,12,60,34,30,0
3314,10,12,60,37,30,0
3315,10,12,60,10,30,0
3315,10,12,60,34,30,0
3316,10,12,60,10,30,0
3316,10,12,60,34,30,0
3316,10,12,60,37,30,0
3317,10,12,60,10,30,0
3317,10,12,60,23,30,0
3319,10,22,60,2,60,0
3321,10,22,60,89,30,0
3323,10,22,60,10,0,98
3323,10,22,60,68,0,98
3327,10,14,60,10,30,0
3327,10,14,60,58,30,0
3328,10,16,60,10,30,0
3329,10,16,60,10,0,98
3330,10,16,60,10,0,98
3332,10,16,60,26,0,98
3333,10,16,60,10,30,0
3334,10,8,60,10,30,0
3334,10,8,60,34,30,0
3335,10,8,60,55,30,0
3336,10,8,60,10,30,0
3336,10,8,60,55,30,0
3336,10,8,60,58,30,0
3337,10,8,60,10,30,0
3337,10,8,60,34,30,0
3338,10,8,60,52,30,0
3338,10,8,60,55,30,0
3339,10,8,60,10,0,98
3339,10,8,60,26,0,98
3340,10,8,60,10,30,0
3340,10,8,60,61,30,0
3341,10,8,60,37,30,0
3342,10,8,60,10,0,0
3343,10,8,60,37,30,0
3345,10,8,60,37,30,0
3346,10,8,60,10,0,98
3346,10,8,60,26,0,98
3347,10,8,60,10,30,0
3348,10,8,60,37,30,0
3349,10,8,60,37,25,0
3359,10,20,60,76,30,0
3361,10,20,60,10,0,0
3364,10,20,60,10,30,0
3364,10,20,60,55,30,0
3365,10,20,60,26,90,0
3376,10,19,60,10,0,60
3377,10,17,60,10,0,0
3378,10,17,60,10,30,0
3378,10,17,60,46,30,0
3380,10,13,60,10,90,0
3380,10,13,60,77,90,0
3381,10,13,60,52,30,0
3382,10,13,60,10,30,0
3382,10,13,60,20,30,0
3383,10,13,60,52,30,0
3389,10,2,60,10,30,0
3389,10,2,60,34,30,0
3389,10,2,60,37,30,0
3140,10,4,60,10,30,0
